[0]	validate-mlogloss:1.33143	train-mlogloss:1.33189
[45]	validate-mlogloss:0.31438	train-mlogloss:0.31986
[46]	validate-mlogloss:0.30593	train-mlogloss:0.31107
[47]	validate-mlogloss:0.29753	train-mlogloss:0.30245
[48]	validate-mlogloss:0.28953	train-mlogloss:0.29418
[49]	validate-mlogloss:0.28153	train-mlogloss:0.28615
[50]	validate-mlogloss:0.27360	train-mlogloss:0.27837
[51]	validate-mlogloss:0.26662	train-mlogloss:0.27096
[52]	validate-mlogloss:0.25963	train-mlogloss:0.26376
[53]	validate-mlogloss:0.25229	train-mlogloss:0.25651
[54]	validate-mlogloss:0.24550	train-mlogloss:0.24955
[55]	validate-mlogloss:0.23891	train-mlogloss:0.24268
[56]	validate-mlogloss:0.23230	train-mlogloss:0.23610
[57]	validate-mlogloss:0.22638	train-mlogloss:0.22991
[58]	validate-mlogloss:0.22023	train-mlogloss:0.22373
[59]	validate-mlogloss:0.21409	train-mlogloss:0.21762
[60]	validate-mlogloss:0.20798	train-mlogloss:0.21175
[61]	validate-mlogloss:0.20228	train-mlogloss:0.20614
[62]	validate-mlogloss:0.19680	train-mlogloss:0.20077
[63]	validate-mlogloss:0.19132	train-mlogloss:0.19536
[64]	validate-mlogloss:0.18618	train-mlogloss:0.19029
[65]	validate-mlogloss:0.18128	train-mlogloss:0.18526
[66]	validate-mlogloss:0.17652	train-mlogloss:0.18031
[67]	validate-mlogloss:0.17176	train-mlogloss:0.17561
[68]	validate-mlogloss:0.16703	train-mlogloss:0.17087
[69]	validate-mlogloss:0.16224	train-mlogloss:0.16639
[70]	validate-mlogloss:0.15769	train-mlogloss:0.16211
[71]	validate-mlogloss:0.15341	train-mlogloss:0.15796
[72]	validate-mlogloss:0.14926	train-mlogloss:0.15394
[73]	validate-mlogloss:0.14521	train-mlogloss:0.15003
[74]	validate-mlogloss:0.14170	train-mlogloss:0.14621
[75]	validate-mlogloss:0.13815	train-mlogloss:0.14249
[76]	validate-mlogloss:0.13443	train-mlogloss:0.13879
[77]	validate-mlogloss:0.13113	train-mlogloss:0.13534
[78]	validate-mlogloss:0.12756	train-mlogloss:0.13188
[79]	validate-mlogloss:0.12432	train-mlogloss:0.12853
[80]	validate-mlogloss:0.12108	train-mlogloss:0.12518
[81]	validate-mlogloss:0.11773	train-mlogloss:0.12198
[82]	validate-mlogloss:0.11472	train-mlogloss:0.11898
[83]	validate-mlogloss:0.11184	train-mlogloss:0.11601
[84]	validate-mlogloss:0.10936	train-mlogloss:0.11311
[85]	validate-mlogloss:0.10655	train-mlogloss:0.11017
[86]	validate-mlogloss:0.10379	train-mlogloss:0.10751
[87]	validate-mlogloss:0.10118	train-mlogloss:0.10486
[88]	validate-mlogloss:0.09871	train-mlogloss:0.10240
[89]	validate-mlogloss:0.09667	train-mlogloss:0.09999
[90]	validate-mlogloss:0.09436	train-mlogloss:0.09754
[91]	validate-mlogloss:0.09206	train-mlogloss:0.09510
[92]	validate-mlogloss:0.08960	train-mlogloss:0.09277
[93]	validate-mlogloss:0.08731	train-mlogloss:0.09050
[94]	validate-mlogloss:0.08499	train-mlogloss:0.08827
[95]	validate-mlogloss:0.08299	train-mlogloss:0.08615
[96]	validate-mlogloss:0.08087	train-mlogloss:0.08409
[97]	validate-mlogloss:0.07894	train-mlogloss:0.08215
[98]	validate-mlogloss:0.07694	train-mlogloss:0.08025
[99]	validate-mlogloss:0.07482	train-mlogloss:0.07842
[100]	validate-mlogloss:0.07290	train-mlogloss:0.07660
[101]	validate-mlogloss:0.07100	train-mlogloss:0.07480
[102]	validate-mlogloss:0.06934	train-mlogloss:0.07307
[103]	validate-mlogloss:0.06782	train-mlogloss:0.07141
[104]	validate-mlogloss:0.06634	train-mlogloss:0.06976
[105]	validate-mlogloss:0.06456	train-mlogloss:0.06819
[106]	validate-mlogloss:0.06312	train-mlogloss:0.06664
[107]	validate-mlogloss:0.06160	train-mlogloss:0.06514
[108]	validate-mlogloss:0.06023	train-mlogloss:0.06376
[109]	validate-mlogloss:0.05888	train-mlogloss:0.06237
[110]	validate-mlogloss:0.05744	train-mlogloss:0.06098
[111]	validate-mlogloss:0.05611	train-mlogloss:0.05957
[112]	validate-mlogloss:0.05492	train-mlogloss:0.05830
[113]	validate-mlogloss:0.05371	train-mlogloss:0.05702
[114]	validate-mlogloss:0.05246	train-mlogloss:0.05578
[115]	validate-mlogloss:0.05105	train-mlogloss:0.05453
[116]	validate-mlogloss:0.04989	train-mlogloss:0.05346
[117]	validate-mlogloss:0.04877	train-mlogloss:0.05227
[118]	validate-mlogloss:0.04797	train-mlogloss:0.05112
[119]	validate-mlogloss:0.04697	train-mlogloss:0.04999
[120]	validate-mlogloss:0.04590	train-mlogloss:0.04888
[121]	validate-mlogloss:0.04468	train-mlogloss:0.04783
[122]	validate-mlogloss:0.04389	train-mlogloss:0.04684
[123]	validate-mlogloss:0.04281	train-mlogloss:0.04583
[124]	validate-mlogloss:0.04189	train-mlogloss:0.04492
[125]	validate-mlogloss:0.04097	train-mlogloss:0.04399
[126]	validate-mlogloss:0.03991	train-mlogloss:0.04302
[127]	validate-mlogloss:0.03896	train-mlogloss:0.04212
[128]	validate-mlogloss:0.03826	train-mlogloss:0.04123
[129]	validate-mlogloss:0.03739	train-mlogloss:0.04042
[130]	validate-mlogloss:0.03647	train-mlogloss:0.03957
[131]	validate-mlogloss:0.03582	train-mlogloss:0.03868
[132]	validate-mlogloss:0.03498	train-mlogloss:0.03800
[133]	validate-mlogloss:0.03415	train-mlogloss:0.03724
[134]	validate-mlogloss:0.03338	train-mlogloss:0.03653
[135]	validate-mlogloss:0.03269	train-mlogloss:0.03576
[136]	validate-mlogloss:0.03197	train-mlogloss:0.03514
[137]	validate-mlogloss:0.03122	train-mlogloss:0.03442
[138]	validate-mlogloss:0.03058	train-mlogloss:0.03373
[139]	validate-mlogloss:0.03003	train-mlogloss:0.03316
[140]	validate-mlogloss:0.02947	train-mlogloss:0.03247
[141]	validate-mlogloss:0.02882	train-mlogloss:0.03195
[142]	validate-mlogloss:0.02828	train-mlogloss:0.03147
[143]	validate-mlogloss:0.02783	train-mlogloss:0.03087
[144]	validate-mlogloss:0.02734	train-mlogloss:0.03046
[145]	validate-mlogloss:0.02703	train-mlogloss:0.03004
[146]	validate-mlogloss:0.02644	train-mlogloss:0.02954
[147]	validate-mlogloss:0.02608	train-mlogloss:0.02918
[148]	validate-mlogloss:0.02591	train-mlogloss:0.02901
[149]	validate-mlogloss:0.02552	train-mlogloss:0.02874
[150]	validate-mlogloss:0.02526	train-mlogloss:0.02847
[151]	validate-mlogloss:0.02500	train-mlogloss:0.02819
[152]	validate-mlogloss:0.02482	train-mlogloss:0.02799
[153]	validate-mlogloss:0.02460	train-mlogloss:0.02773
[154]	validate-mlogloss:0.02426	train-mlogloss:0.02738
[155]	validate-mlogloss:0.02417	train-mlogloss:0.02712
[156]	validate-mlogloss:0.02393	train-mlogloss:0.02691
[157]	validate-mlogloss:0.02378	train-mlogloss:0.02667
[158]	validate-mlogloss:0.02365	train-mlogloss:0.02654
[159]	validate-mlogloss:0.02342	train-mlogloss:0.02626
[160]	validate-mlogloss:0.02325	train-mlogloss:0.02606
[161]	validate-mlogloss:0.02296	train-mlogloss:0.02586
[162]	validate-mlogloss:0.02292	train-mlogloss:0.02570
[163]	validate-mlogloss:0.02281	train-mlogloss:0.02560
[164]	validate-mlogloss:0.02264	train-mlogloss:0.02540
[165]	validate-mlogloss:0.02258	train-mlogloss:0.02519
[166]	validate-mlogloss:0.02241	train-mlogloss:0.02501
[167]	validate-mlogloss:0.02227	train-mlogloss:0.02482
[168]	validate-mlogloss:0.02208	train-mlogloss:0.02461
[169]	validate-mlogloss:0.02197	train-mlogloss:0.02442
[170]	validate-mlogloss:0.02177	train-mlogloss:0.02426
[171]	validate-mlogloss:0.02176	train-mlogloss:0.02406
[172]	validate-mlogloss:0.02165	train-mlogloss:0.02387
[173]	validate-mlogloss:0.02151	train-mlogloss:0.02368
[174]	validate-mlogloss:0.02144	train-mlogloss:0.02352
[175]	validate-mlogloss:0.02129	train-mlogloss:0.02332
[176]	validate-mlogloss:0.02124	train-mlogloss:0.02325
[177]	validate-mlogloss:0.02115	train-mlogloss:0.02308
[178]	validate-mlogloss:0.02101	train-mlogloss:0.02291
[179]	validate-mlogloss:0.02101	train-mlogloss:0.02283
[180]	validate-mlogloss:0.02099	train-mlogloss:0.02283
[181]	validate-mlogloss:0.02100	train-mlogloss:0.02283
[182]	validate-mlogloss:0.02090	train-mlogloss:0.02270
[183]	validate-mlogloss:0.02087	train-mlogloss:0.02263
[184]	validate-mlogloss:0.02081	train-mlogloss:0.02256
[185]	validate-mlogloss:0.02075	train-mlogloss:0.02249
[186]	validate-mlogloss:0.02069	train-mlogloss:0.02240
[187]	validate-mlogloss:0.02057	train-mlogloss:0.02229
[188]	validate-mlogloss:0.02060	train-mlogloss:0.02221
[189]	validate-mlogloss:0.02057	train-mlogloss:0.02212
[190]	validate-mlogloss:0.02047	train-mlogloss:0.02206
[191]	validate-mlogloss:0.02045	train-mlogloss:0.02200
[192]	validate-mlogloss:0.02032	train-mlogloss:0.02191
[193]	validate-mlogloss:0.02018	train-mlogloss:0.02184
[194]	validate-mlogloss:0.02007	train-mlogloss:0.02172
[195]	validate-mlogloss:0.02000	train-mlogloss:0.02166
[196]	validate-mlogloss:0.01993	train-mlogloss:0.02153
[197]	validate-mlogloss:0.01990	train-mlogloss:0.02146
[198]	validate-mlogloss:0.01974	train-mlogloss:0.02137
[199]	validate-mlogloss:0.01974	train-mlogloss:0.02129
[200]	validate-mlogloss:0.01966	train-mlogloss:0.02121
[201]	validate-mlogloss:0.01968	train-mlogloss:0.02120
[202]	validate-mlogloss:0.01967	train-mlogloss:0.02111
[203]	validate-mlogloss:0.01962	train-mlogloss:0.02106
[204]	validate-mlogloss:0.01962	train-mlogloss:0.02106
[205]	validate-mlogloss:0.01960	train-mlogloss:0.02100
[206]	validate-mlogloss:0.01945	train-mlogloss:0.02085
[207]	validate-mlogloss:0.01941	train-mlogloss:0.02079
[208]	validate-mlogloss:0.01941	train-mlogloss:0.02073
[209]	validate-mlogloss:0.01944	train-mlogloss:0.02072
[210]	validate-mlogloss:0.01945	train-mlogloss:0.02072
[211]	validate-mlogloss:0.01948	train-mlogloss:0.02071
[212]	validate-mlogloss:0.01948	train-mlogloss:0.02071
[213]	validate-mlogloss:0.01943	train-mlogloss:0.02065
[214]	validate-mlogloss:0.01937	train-mlogloss:0.02055
[215]	validate-mlogloss:0.01937	train-mlogloss:0.02055
[216]	validate-mlogloss:0.01941	train-mlogloss:0.02048
[217]	validate-mlogloss:0.01942	train-mlogloss:0.02048
[218]	validate-mlogloss:0.01937	train-mlogloss:0.02039
[219]	validate-mlogloss:0.01936	train-mlogloss:0.02038
[220]	validate-mlogloss:0.01934	train-mlogloss:0.02033
[221]	validate-mlogloss:0.01926	train-mlogloss:0.02029
[222]	validate-mlogloss:0.01909	train-mlogloss:0.02015
[223]	validate-mlogloss:0.01898	train-mlogloss:0.02006
[224]	validate-mlogloss:0.01897	train-mlogloss:0.02006
[225]	validate-mlogloss:0.01897	train-mlogloss:0.02000
[226]	validate-mlogloss:0.01892	train-mlogloss:0.01994
[227]	validate-mlogloss:0.01885	train-mlogloss:0.01989
[228]	validate-mlogloss:0.01884	train-mlogloss:0.01989
[229]	validate-mlogloss:0.01883	train-mlogloss:0.01989
[230]	validate-mlogloss:0.01883	train-mlogloss:0.01988
[231]	validate-mlogloss:0.01887	train-mlogloss:0.01988
[232]	validate-mlogloss:0.01886	train-mlogloss:0.01984
[233]	validate-mlogloss:0.01883	train-mlogloss:0.01977
[234]	validate-mlogloss:0.01881	train-mlogloss:0.01971
[235]	validate-mlogloss:0.01879	train-mlogloss:0.01966
[236]	validate-mlogloss:0.01877	train-mlogloss:0.01960
[237]	validate-mlogloss:0.01880	train-mlogloss:0.01960
[238]	validate-mlogloss:0.01878	train-mlogloss:0.01960
[239]	validate-mlogloss:0.01876	train-mlogloss:0.01960
[240]	validate-mlogloss:0.01871	train-mlogloss:0.01954
[241]	validate-mlogloss:0.01869	train-mlogloss:0.01954
[242]	validate-mlogloss:0.01868	train-mlogloss:0.01954
[243]	validate-mlogloss:0.01861	train-mlogloss:0.01945
[244]	validate-mlogloss:0.01860	train-mlogloss:0.01941
[245]	validate-mlogloss:0.01859	train-mlogloss:0.01941
[246]	validate-mlogloss:0.01858	train-mlogloss:0.01936
[247]	validate-mlogloss:0.01862	train-mlogloss:0.01931
[248]	validate-mlogloss:0.01860	train-mlogloss:0.01931
[249]	validate-mlogloss:0.01861	train-mlogloss:0.01926
[250]	validate-mlogloss:0.01864	train-mlogloss:0.01926
[251]	validate-mlogloss:0.01862	train-mlogloss:0.01926
[252]	validate-mlogloss:0.01850	train-mlogloss:0.01919
[253]	validate-mlogloss:0.01853	train-mlogloss:0.01919
[254]	validate-mlogloss:0.01857	train-mlogloss:0.01918
[255]	validate-mlogloss:0.01853	train-mlogloss:0.01919
[256]	validate-mlogloss:0.01852	train-mlogloss:0.01907
[257]	validate-mlogloss:0.01849	train-mlogloss:0.01907
[258]	validate-mlogloss:0.01852	train-mlogloss:0.01907
[259]	validate-mlogloss:0.01853	train-mlogloss:0.01907
[260]	validate-mlogloss:0.01850	train-mlogloss:0.01907
[261]	validate-mlogloss:0.01847	train-mlogloss:0.01902
[262]	validate-mlogloss:0.01845	train-mlogloss:0.01902
[263]	validate-mlogloss:0.01844	train-mlogloss:0.01901
[264]	validate-mlogloss:0.01844	train-mlogloss:0.01901
[265]	validate-mlogloss:0.01846	train-mlogloss:0.01901
[266]	validate-mlogloss:0.01847	train-mlogloss:0.01901
[267]	validate-mlogloss:0.01848	train-mlogloss:0.01893
[268]	validate-mlogloss:0.01848	train-mlogloss:0.01893
[269]	validate-mlogloss:0.01844	train-mlogloss:0.01893
[270]	validate-mlogloss:0.01845	train-mlogloss:0.01892
[271]	validate-mlogloss:0.01841	train-mlogloss:0.01893
[272]	validate-mlogloss:0.01840	train-mlogloss:0.01893
[273]	validate-mlogloss:0.01839	train-mlogloss:0.01893
[274]	validate-mlogloss:0.01836	train-mlogloss:0.01893
[275]	validate-mlogloss:0.01839	train-mlogloss:0.01893
[276]	validate-mlogloss:0.01835	train-mlogloss:0.01886
[277]	validate-mlogloss:0.01837	train-mlogloss:0.01886
[278]	validate-mlogloss:0.01836	train-mlogloss:0.01882
[279]	validate-mlogloss:0.01836	train-mlogloss:0.01882
[280]	validate-mlogloss:0.01834	train-mlogloss:0.01882
[281]	validate-mlogloss:0.01832	train-mlogloss:0.01877
[282]	validate-mlogloss:0.01835	train-mlogloss:0.01872
[283]	validate-mlogloss:0.01834	train-mlogloss:0.01872
[284]	validate-mlogloss:0.01833	train-mlogloss:0.01872
[285]	validate-mlogloss:0.01834	train-mlogloss:0.01872
[286]	validate-mlogloss:0.01836	train-mlogloss:0.01872
[287]	validate-mlogloss:0.01841	train-mlogloss:0.01871
[288]	validate-mlogloss:0.01839	train-mlogloss:0.01864
[289]	validate-mlogloss:0.01835	train-mlogloss:0.01864
[290]	validate-mlogloss:0.01838	train-mlogloss:0.01864
[291]	validate-mlogloss:0.01838	train-mlogloss:0.01864
[292]	validate-mlogloss:0.01843	train-mlogloss:0.01863
[293]	validate-mlogloss:0.01840	train-mlogloss:0.01863
[294]	validate-mlogloss:0.01839	train-mlogloss:0.01863
[295]	validate-mlogloss:0.01840	train-mlogloss:0.01863
[296]	validate-mlogloss:0.01843	train-mlogloss:0.01863
[297]	validate-mlogloss:0.01845	train-mlogloss:0.01864
[298]	validate-mlogloss:0.01845	train-mlogloss:0.01864
[299]	validate-mlogloss:0.01847	train-mlogloss:0.01864
[300]	validate-mlogloss:0.01845	train-mlogloss:0.01864
[301]	validate-mlogloss:0.01842	train-mlogloss:0.01859
[302]	validate-mlogloss:0.01843	train-mlogloss:0.01859
[303]	validate-mlogloss:0.01845	train-mlogloss:0.01859
[304]	validate-mlogloss:0.01842	train-mlogloss:0.01859
[305]	validate-mlogloss:0.01842	train-mlogloss:0.01859
[306]	validate-mlogloss:0.01841	train-mlogloss:0.01859
[307]	validate-mlogloss:0.01838	train-mlogloss:0.01859
[308]	validate-mlogloss:0.01836	train-mlogloss:0.01859
[309]	validate-mlogloss:0.01836	train-mlogloss:0.01859
[310]	validate-mlogloss:0.01835	train-mlogloss:0.01859
[311]	validate-mlogloss:0.01837	train-mlogloss:0.01859
[312]	validate-mlogloss:0.01833	train-mlogloss:0.01854
[313]	validate-mlogloss:0.01832	train-mlogloss:0.01854
[314]	validate-mlogloss:0.01835	train-mlogloss:0.01854
[315]	validate-mlogloss:0.01831	train-mlogloss:0.01854
[316]	validate-mlogloss:0.01833	train-mlogloss:0.01854
[317]	validate-mlogloss:0.01833	train-mlogloss:0.01854
[318]	validate-mlogloss:0.01832	train-mlogloss:0.01854
[319]	validate-mlogloss:0.01835	train-mlogloss:0.01854
[320]	validate-mlogloss:0.01835	train-mlogloss:0.01854
[321]	validate-mlogloss:0.01837	train-mlogloss:0.01853
[322]	validate-mlogloss:0.01835	train-mlogloss:0.01854
[323]	validate-mlogloss:0.01832	train-mlogloss:0.01854
[324]	validate-mlogloss:0.01830	train-mlogloss:0.01853
[325]	validate-mlogloss:0.01830	train-mlogloss:0.01853
[326]	validate-mlogloss:0.01831	train-mlogloss:0.01853
[327]	validate-mlogloss:0.01832	train-mlogloss:0.01853
[328]	validate-mlogloss:0.01833	train-mlogloss:0.01853
[329]	validate-mlogloss:0.01834	train-mlogloss:0.01853
[330]	validate-mlogloss:0.01832	train-mlogloss:0.01853
[331]	validate-mlogloss:0.01833	train-mlogloss:0.01850
[332]	validate-mlogloss:0.01829	train-mlogloss:0.01850
[333]	validate-mlogloss:0.01829	train-mlogloss:0.01850
[334]	validate-mlogloss:0.01830	train-mlogloss:0.01850
[335]	validate-mlogloss:0.01831	train-mlogloss:0.01850
[336]	validate-mlogloss:0.01830	train-mlogloss:0.01850
[337]	validate-mlogloss:0.01829	train-mlogloss:0.01850
[338]	validate-mlogloss:0.01832	train-mlogloss:0.01850
[339]	validate-mlogloss:0.01831	train-mlogloss:0.01850
[340]	validate-mlogloss:0.01830	train-mlogloss:0.01844
[341]	validate-mlogloss:0.01828	train-mlogloss:0.01844
[342]	validate-mlogloss:0.01827	train-mlogloss:0.01844
[343]	validate-mlogloss:0.01824	train-mlogloss:0.01839
[344]	validate-mlogloss:0.01825	train-mlogloss:0.01839
[345]	validate-mlogloss:0.01824	train-mlogloss:0.01839
[346]	validate-mlogloss:0.01826	train-mlogloss:0.01839
[347]	validate-mlogloss:0.01827	train-mlogloss:0.01834
[348]	validate-mlogloss:0.01829	train-mlogloss:0.01834
[349]	validate-mlogloss:0.01831	train-mlogloss:0.01830
[350]	validate-mlogloss:0.01834	train-mlogloss:0.01830
[351]	validate-mlogloss:0.01838	train-mlogloss:0.01830
[352]	validate-mlogloss:0.01840	train-mlogloss:0.01830
[353]	validate-mlogloss:0.01840	train-mlogloss:0.01829
[354]	validate-mlogloss:0.01836	train-mlogloss:0.01829
[355]	validate-mlogloss:0.01836	train-mlogloss:0.01825
[356]	validate-mlogloss:0.01837	train-mlogloss:0.01825
[357]	validate-mlogloss:0.01836	train-mlogloss:0.01825
[358]	validate-mlogloss:0.01835	train-mlogloss:0.01825
[359]	validate-mlogloss:0.01837	train-mlogloss:0.01825
[360]	validate-mlogloss:0.01835	train-mlogloss:0.01825
[361]	validate-mlogloss:0.01831	train-mlogloss:0.01825
[362]	validate-mlogloss:0.01831	train-mlogloss:0.01825
[363]	validate-mlogloss:0.01827	train-mlogloss:0.01822
[364]	validate-mlogloss:0.01827	train-mlogloss:0.01822
[365]	validate-mlogloss:0.01830	train-mlogloss:0.01822
[366]	validate-mlogloss:0.01832	train-mlogloss:0.01822
[367]	validate-mlogloss:0.01829	train-mlogloss:0.01822
[368]	validate-mlogloss:0.01827	train-mlogloss:0.01817
[369]	validate-mlogloss:0.01828	train-mlogloss:0.01817
[370]	validate-mlogloss:0.01824	train-mlogloss:0.01817
[371]	validate-mlogloss:0.01824	train-mlogloss:0.01817
[372]	validate-mlogloss:0.01823	train-mlogloss:0.01817
[373]	validate-mlogloss:0.01825	train-mlogloss:0.01817
[374]	validate-mlogloss:0.01824	train-mlogloss:0.01817
[375]	validate-mlogloss:0.01824	train-mlogloss:0.01817
[376]	validate-mlogloss:0.01822	train-mlogloss:0.01817
[377]	validate-mlogloss:0.01819	train-mlogloss:0.01817
[378]	validate-mlogloss:0.01816	train-mlogloss:0.01813
[379]	validate-mlogloss:0.01813	train-mlogloss:0.01813
[380]	validate-mlogloss:0.01802	train-mlogloss:0.01808
[381]	validate-mlogloss:0.01802	train-mlogloss:0.01808
[382]	validate-mlogloss:0.01798	train-mlogloss:0.01808
[383]	validate-mlogloss:0.01796	train-mlogloss:0.01808
[384]	validate-mlogloss:0.01797	train-mlogloss:0.01808
[385]	validate-mlogloss:0.01796	train-mlogloss:0.01808
[386]	validate-mlogloss:0.01797	train-mlogloss:0.01808
[387]	validate-mlogloss:0.01798	train-mlogloss:0.01808
[388]	validate-mlogloss:0.01798	train-mlogloss:0.01808
[389]	validate-mlogloss:0.01798	train-mlogloss:0.01808
[390]	validate-mlogloss:0.01793	train-mlogloss:0.01808
[391]	validate-mlogloss:0.01793	train-mlogloss:0.01808
[392]	validate-mlogloss:0.01791	train-mlogloss:0.01808
[393]	validate-mlogloss:0.01789	train-mlogloss:0.01808
[394]	validate-mlogloss:0.01791	train-mlogloss:0.01808
[395]	validate-mlogloss:0.01795	train-mlogloss:0.01808
[396]	validate-mlogloss:0.01792	train-mlogloss:0.01808
[397]	validate-mlogloss:0.01796	train-mlogloss:0.01808
[398]	validate-mlogloss:0.01789	train-mlogloss:0.01804
[399]	validate-mlogloss:0.01789	train-mlogloss:0.01800
[400]	validate-mlogloss:0.01788	train-mlogloss:0.01800
[401]	validate-mlogloss:0.01790	train-mlogloss:0.01800
[402]	validate-mlogloss:0.01792	train-mlogloss:0.01800
[403]	validate-mlogloss:0.01793	train-mlogloss:0.01800
[404]	validate-mlogloss:0.01793	train-mlogloss:0.01800
[405]	validate-mlogloss:0.01793	train-mlogloss:0.01800
[406]	validate-mlogloss:0.01793	train-mlogloss:0.01800
[407]	validate-mlogloss:0.01790	train-mlogloss:0.01800
[408]	validate-mlogloss:0.01790	train-mlogloss:0.01800
[409]	validate-mlogloss:0.01788	train-mlogloss:0.01800
[410]	validate-mlogloss:0.01786	train-mlogloss:0.01800
[411]	validate-mlogloss:0.01787	train-mlogloss:0.01800
[412]	validate-mlogloss:0.01784	train-mlogloss:0.01800
[413]	validate-mlogloss:0.01782	train-mlogloss:0.01795
[414]	validate-mlogloss:0.01784	train-mlogloss:0.01795
[415]	validate-mlogloss:0.01786	train-mlogloss:0.01795
[416]	validate-mlogloss:0.01790	train-mlogloss:0.01795
[417]	validate-mlogloss:0.01789	train-mlogloss:0.01795
[418]	validate-mlogloss:0.01792	train-mlogloss:0.01795
[419]	validate-mlogloss:0.01793	train-mlogloss:0.01795
[420]	validate-mlogloss:0.01792	train-mlogloss:0.01795
[421]	validate-mlogloss:0.01792	train-mlogloss:0.01795
[422]	validate-mlogloss:0.01791	train-mlogloss:0.01795
[423]	validate-mlogloss:0.01790	train-mlogloss:0.01795
[424]	validate-mlogloss:0.01791	train-mlogloss:0.01795
[425]	validate-mlogloss:0.01791	train-mlogloss:0.01790
[426]	validate-mlogloss:0.01791	train-mlogloss:0.01790
[427]	validate-mlogloss:0.01786	train-mlogloss:0.01790
[428]	validate-mlogloss:0.01785	train-mlogloss:0.01790
[429]	validate-mlogloss:0.01775	train-mlogloss:0.01786
[430]	validate-mlogloss:0.01776	train-mlogloss:0.01786
[431]	validate-mlogloss:0.01774	train-mlogloss:0.01786
[432]	validate-mlogloss:0.01773	train-mlogloss:0.01786
[433]	validate-mlogloss:0.01776	train-mlogloss:0.01786
[434]	validate-mlogloss:0.01777	train-mlogloss:0.01786
[435]	validate-mlogloss:0.01774	train-mlogloss:0.01786
[436]	validate-mlogloss:0.01769	train-mlogloss:0.01782
[437]	validate-mlogloss:0.01771	train-mlogloss:0.01782
[438]	validate-mlogloss:0.01772	train-mlogloss:0.01782
[439]	validate-mlogloss:0.01772	train-mlogloss:0.01782
[440]	validate-mlogloss:0.01771	train-mlogloss:0.01782
[441]	validate-mlogloss:0.01771	train-mlogloss:0.01782
[442]	validate-mlogloss:0.01767	train-mlogloss:0.01782
[443]	validate-mlogloss:0.01768	train-mlogloss:0.01782
[444]	validate-mlogloss:0.01770	train-mlogloss:0.01782
[445]	validate-mlogloss:0.01769	train-mlogloss:0.01782
[446]	validate-mlogloss:0.01767	train-mlogloss:0.01782
[447]	validate-mlogloss:0.01767	train-mlogloss:0.01782
[448]	validate-mlogloss:0.01767	train-mlogloss:0.01782
[449]	validate-mlogloss:0.01766	train-mlogloss:0.01782
