[0]	validate-mlogloss:1.33438	train-mlogloss:1.33159
[185]	validate-mlogloss:0.05740	train-mlogloss:0.01654
[186]	validate-mlogloss:0.05700	train-mlogloss:0.01630
[187]	validate-mlogloss:0.05715	train-mlogloss:0.01612
[188]	validate-mlogloss:0.05707	train-mlogloss:0.01593
[189]	validate-mlogloss:0.05668	train-mlogloss:0.01577
[190]	validate-mlogloss:0.05664	train-mlogloss:0.01558
[191]	validate-mlogloss:0.05652	train-mlogloss:0.01543
[192]	validate-mlogloss:0.05618	train-mlogloss:0.01529
[193]	validate-mlogloss:0.05617	train-mlogloss:0.01511
[194]	validate-mlogloss:0.05584	train-mlogloss:0.01495
[195]	validate-mlogloss:0.05584	train-mlogloss:0.01475
[196]	validate-mlogloss:0.05570	train-mlogloss:0.01462
[197]	validate-mlogloss:0.05561	train-mlogloss:0.01447
[198]	validate-mlogloss:0.05538	train-mlogloss:0.01430
[199]	validate-mlogloss:0.05515	train-mlogloss:0.01413
[200]	validate-mlogloss:0.05513	train-mlogloss:0.01403
[201]	validate-mlogloss:0.05529	train-mlogloss:0.01392
[202]	validate-mlogloss:0.05497	train-mlogloss:0.01378
[203]	validate-mlogloss:0.05479	train-mlogloss:0.01362
[204]	validate-mlogloss:0.05466	train-mlogloss:0.01352
[205]	validate-mlogloss:0.05499	train-mlogloss:0.01337
[206]	validate-mlogloss:0.05500	train-mlogloss:0.01327
[207]	validate-mlogloss:0.05508	train-mlogloss:0.01323
[208]	validate-mlogloss:0.05471	train-mlogloss:0.01314
[209]	validate-mlogloss:0.05459	train-mlogloss:0.01303
[210]	validate-mlogloss:0.05427	train-mlogloss:0.01294
[211]	validate-mlogloss:0.05415	train-mlogloss:0.01289
[212]	validate-mlogloss:0.05394	train-mlogloss:0.01280
[213]	validate-mlogloss:0.05405	train-mlogloss:0.01269
[214]	validate-mlogloss:0.05412	train-mlogloss:0.01265
[215]	validate-mlogloss:0.05407	train-mlogloss:0.01261
[216]	validate-mlogloss:0.05393	train-mlogloss:0.01258
[217]	validate-mlogloss:0.05409	train-mlogloss:0.01247
[218]	validate-mlogloss:0.05399	train-mlogloss:0.01242
[219]	validate-mlogloss:0.05389	train-mlogloss:0.01238
[220]	validate-mlogloss:0.05390	train-mlogloss:0.01235
[221]	validate-mlogloss:0.05392	train-mlogloss:0.01226
[222]	validate-mlogloss:0.05397	train-mlogloss:0.01221
[223]	validate-mlogloss:0.05396	train-mlogloss:0.01214
[224]	validate-mlogloss:0.05361	train-mlogloss:0.01205
[225]	validate-mlogloss:0.05368	train-mlogloss:0.01200
[226]	validate-mlogloss:0.05351	train-mlogloss:0.01194
[227]	validate-mlogloss:0.05351	train-mlogloss:0.01186
[228]	validate-mlogloss:0.05349	train-mlogloss:0.01179
[229]	validate-mlogloss:0.05352	train-mlogloss:0.01174
[230]	validate-mlogloss:0.05345	train-mlogloss:0.01167
[231]	validate-mlogloss:0.05335	train-mlogloss:0.01161
[232]	validate-mlogloss:0.05318	train-mlogloss:0.01150
[233]	validate-mlogloss:0.05318	train-mlogloss:0.01142
[234]	validate-mlogloss:0.05332	train-mlogloss:0.01139
[235]	validate-mlogloss:0.05316	train-mlogloss:0.01137
[236]	validate-mlogloss:0.05302	train-mlogloss:0.01131
[237]	validate-mlogloss:0.05296	train-mlogloss:0.01128
[238]	validate-mlogloss:0.05305	train-mlogloss:0.01123
[239]	validate-mlogloss:0.05313	train-mlogloss:0.01119
[240]	validate-mlogloss:0.05311	train-mlogloss:0.01114
[241]	validate-mlogloss:0.05317	train-mlogloss:0.01109
[242]	validate-mlogloss:0.05309	train-mlogloss:0.01104
[243]	validate-mlogloss:0.05303	train-mlogloss:0.01101
[244]	validate-mlogloss:0.05296	train-mlogloss:0.01097
[245]	validate-mlogloss:0.05281	train-mlogloss:0.01096
[246]	validate-mlogloss:0.05280	train-mlogloss:0.01093
[247]	validate-mlogloss:0.05273	train-mlogloss:0.01089
[248]	validate-mlogloss:0.05284	train-mlogloss:0.01086
[249]	validate-mlogloss:0.05284	train-mlogloss:0.01082
[250]	validate-mlogloss:0.05291	train-mlogloss:0.01079
[251]	validate-mlogloss:0.05287	train-mlogloss:0.01077
[252]	validate-mlogloss:0.05262	train-mlogloss:0.01070
[253]	validate-mlogloss:0.05256	train-mlogloss:0.01065
[254]	validate-mlogloss:0.05257	train-mlogloss:0.01062
[255]	validate-mlogloss:0.05248	train-mlogloss:0.01060
[256]	validate-mlogloss:0.05238	train-mlogloss:0.01059
[257]	validate-mlogloss:0.05228	train-mlogloss:0.01057
[258]	validate-mlogloss:0.05232	train-mlogloss:0.01053
[259]	validate-mlogloss:0.05221	train-mlogloss:0.01050
[260]	validate-mlogloss:0.05220	train-mlogloss:0.01047
[261]	validate-mlogloss:0.05223	train-mlogloss:0.01045
[262]	validate-mlogloss:0.05205	train-mlogloss:0.01041
[263]	validate-mlogloss:0.05212	train-mlogloss:0.01038
[264]	validate-mlogloss:0.05199	train-mlogloss:0.01035
[265]	validate-mlogloss:0.05196	train-mlogloss:0.01034
[266]	validate-mlogloss:0.05188	train-mlogloss:0.01031
[267]	validate-mlogloss:0.05193	train-mlogloss:0.01030
[268]	validate-mlogloss:0.05182	train-mlogloss:0.01027
[269]	validate-mlogloss:0.05169	train-mlogloss:0.01023
[270]	validate-mlogloss:0.05170	train-mlogloss:0.01020
[271]	validate-mlogloss:0.05167	train-mlogloss:0.01018
[272]	validate-mlogloss:0.05148	train-mlogloss:0.01015
[273]	validate-mlogloss:0.05144	train-mlogloss:0.01013
[274]	validate-mlogloss:0.05129	train-mlogloss:0.01009
[275]	validate-mlogloss:0.05133	train-mlogloss:0.01008
[276]	validate-mlogloss:0.05135	train-mlogloss:0.01007
[277]	validate-mlogloss:0.05136	train-mlogloss:0.01007
[278]	validate-mlogloss:0.05120	train-mlogloss:0.01003
[279]	validate-mlogloss:0.05111	train-mlogloss:0.00999
[280]	validate-mlogloss:0.05094	train-mlogloss:0.00994
[281]	validate-mlogloss:0.05083	train-mlogloss:0.00993
[282]	validate-mlogloss:0.05072	train-mlogloss:0.00991
[283]	validate-mlogloss:0.05081	train-mlogloss:0.00988
[284]	validate-mlogloss:0.05076	train-mlogloss:0.00987
[285]	validate-mlogloss:0.05093	train-mlogloss:0.00983
[286]	validate-mlogloss:0.05092	train-mlogloss:0.00983
[287]	validate-mlogloss:0.05085	train-mlogloss:0.00981
[288]	validate-mlogloss:0.05089	train-mlogloss:0.00981
[289]	validate-mlogloss:0.05090	train-mlogloss:0.00981
[290]	validate-mlogloss:0.05080	train-mlogloss:0.00978
[291]	validate-mlogloss:0.05075	train-mlogloss:0.00975
[292]	validate-mlogloss:0.05067	train-mlogloss:0.00974
[293]	validate-mlogloss:0.05062	train-mlogloss:0.00974
[294]	validate-mlogloss:0.05063	train-mlogloss:0.00973
[295]	validate-mlogloss:0.05071	train-mlogloss:0.00971
[296]	validate-mlogloss:0.05066	train-mlogloss:0.00971
[297]	validate-mlogloss:0.05059	train-mlogloss:0.00969
[298]	validate-mlogloss:0.05059	train-mlogloss:0.00967
[299]	validate-mlogloss:0.05050	train-mlogloss:0.00966
[300]	validate-mlogloss:0.05058	train-mlogloss:0.00963
[301]	validate-mlogloss:0.05058	train-mlogloss:0.00961
[302]	validate-mlogloss:0.05042	train-mlogloss:0.00957
[303]	validate-mlogloss:0.05049	train-mlogloss:0.00954
[304]	validate-mlogloss:0.05052	train-mlogloss:0.00953
[305]	validate-mlogloss:0.05046	train-mlogloss:0.00953
[306]	validate-mlogloss:0.05046	train-mlogloss:0.00950
[307]	validate-mlogloss:0.05048	train-mlogloss:0.00949
[308]	validate-mlogloss:0.05025	train-mlogloss:0.00947
[309]	validate-mlogloss:0.05021	train-mlogloss:0.00946
[310]	validate-mlogloss:0.05012	train-mlogloss:0.00945
[311]	validate-mlogloss:0.05010	train-mlogloss:0.00944
[312]	validate-mlogloss:0.04997	train-mlogloss:0.00942
[313]	validate-mlogloss:0.04992	train-mlogloss:0.00942
[314]	validate-mlogloss:0.04994	train-mlogloss:0.00942
[315]	validate-mlogloss:0.04988	train-mlogloss:0.00940
[316]	validate-mlogloss:0.04989	train-mlogloss:0.00940
[317]	validate-mlogloss:0.04991	train-mlogloss:0.00939
[318]	validate-mlogloss:0.04995	train-mlogloss:0.00937
[319]	validate-mlogloss:0.04995	train-mlogloss:0.00937
[320]	validate-mlogloss:0.04996	train-mlogloss:0.00937
[321]	validate-mlogloss:0.04988	train-mlogloss:0.00934
[322]	validate-mlogloss:0.04997	train-mlogloss:0.00933
[323]	validate-mlogloss:0.04995	train-mlogloss:0.00933
[324]	validate-mlogloss:0.05001	train-mlogloss:0.00933
[325]	validate-mlogloss:0.05000	train-mlogloss:0.00931
[326]	validate-mlogloss:0.04992	train-mlogloss:0.00929
[327]	validate-mlogloss:0.04997	train-mlogloss:0.00928
[328]	validate-mlogloss:0.04995	train-mlogloss:0.00928
[329]	validate-mlogloss:0.04988	train-mlogloss:0.00927
[330]	validate-mlogloss:0.04984	train-mlogloss:0.00927
[331]	validate-mlogloss:0.04981	train-mlogloss:0.00925
[332]	validate-mlogloss:0.04967	train-mlogloss:0.00922
[333]	validate-mlogloss:0.04967	train-mlogloss:0.00922
[334]	validate-mlogloss:0.04956	train-mlogloss:0.00919
[335]	validate-mlogloss:0.04952	train-mlogloss:0.00917
[336]	validate-mlogloss:0.04953	train-mlogloss:0.00917
[337]	validate-mlogloss:0.04957	train-mlogloss:0.00918
[338]	validate-mlogloss:0.04948	train-mlogloss:0.00916
[339]	validate-mlogloss:0.04945	train-mlogloss:0.00916
[340]	validate-mlogloss:0.04942	train-mlogloss:0.00915
[341]	validate-mlogloss:0.04943	train-mlogloss:0.00915
[342]	validate-mlogloss:0.04938	train-mlogloss:0.00914
[343]	validate-mlogloss:0.04935	train-mlogloss:0.00913
[344]	validate-mlogloss:0.04932	train-mlogloss:0.00912
[345]	validate-mlogloss:0.04924	train-mlogloss:0.00910
[346]	validate-mlogloss:0.04916	train-mlogloss:0.00909
[347]	validate-mlogloss:0.04920	train-mlogloss:0.00908
[348]	validate-mlogloss:0.04924	train-mlogloss:0.00908
[349]	validate-mlogloss:0.04928	train-mlogloss:0.00908
[350]	validate-mlogloss:0.04929	train-mlogloss:0.00908
[351]	validate-mlogloss:0.04936	train-mlogloss:0.00908
[352]	validate-mlogloss:0.04933	train-mlogloss:0.00908
[353]	validate-mlogloss:0.04933	train-mlogloss:0.00907
[354]	validate-mlogloss:0.04911	train-mlogloss:0.00905
[355]	validate-mlogloss:0.04903	train-mlogloss:0.00903
[356]	validate-mlogloss:0.04905	train-mlogloss:0.00903
[357]	validate-mlogloss:0.04897	train-mlogloss:0.00902
[358]	validate-mlogloss:0.04905	train-mlogloss:0.00900
[359]	validate-mlogloss:0.04901	train-mlogloss:0.00899
[360]	validate-mlogloss:0.04900	train-mlogloss:0.00899
[361]	validate-mlogloss:0.04898	train-mlogloss:0.00899
[362]	validate-mlogloss:0.04896	train-mlogloss:0.00899
[363]	validate-mlogloss:0.04896	train-mlogloss:0.00899
[364]	validate-mlogloss:0.04889	train-mlogloss:0.00897
[365]	validate-mlogloss:0.04895	train-mlogloss:0.00896
[366]	validate-mlogloss:0.04900	train-mlogloss:0.00896
[367]	validate-mlogloss:0.04900	train-mlogloss:0.00896
[368]	validate-mlogloss:0.04895	train-mlogloss:0.00893
[369]	validate-mlogloss:0.04898	train-mlogloss:0.00893
[370]	validate-mlogloss:0.04886	train-mlogloss:0.00892
[371]	validate-mlogloss:0.04887	train-mlogloss:0.00890
[372]	validate-mlogloss:0.04891	train-mlogloss:0.00890
[373]	validate-mlogloss:0.04886	train-mlogloss:0.00889
[374]	validate-mlogloss:0.04896	train-mlogloss:0.00888
[375]	validate-mlogloss:0.04891	train-mlogloss:0.00888
[376]	validate-mlogloss:0.04894	train-mlogloss:0.00886
[377]	validate-mlogloss:0.04892	train-mlogloss:0.00886
[378]	validate-mlogloss:0.04891	train-mlogloss:0.00886
[379]	validate-mlogloss:0.04888	train-mlogloss:0.00884
[380]	validate-mlogloss:0.04889	train-mlogloss:0.00884
[381]	validate-mlogloss:0.04889	train-mlogloss:0.00884
[382]	validate-mlogloss:0.04883	train-mlogloss:0.00884
[383]	validate-mlogloss:0.04883	train-mlogloss:0.00882
[384]	validate-mlogloss:0.04891	train-mlogloss:0.00880
[385]	validate-mlogloss:0.04891	train-mlogloss:0.00880
[386]	validate-mlogloss:0.04887	train-mlogloss:0.00879
[387]	validate-mlogloss:0.04885	train-mlogloss:0.00879
[388]	validate-mlogloss:0.04885	train-mlogloss:0.00878
[389]	validate-mlogloss:0.04877	train-mlogloss:0.00877
[390]	validate-mlogloss:0.04869	train-mlogloss:0.00876
[391]	validate-mlogloss:0.04865	train-mlogloss:0.00876
[392]	validate-mlogloss:0.04863	train-mlogloss:0.00874
[393]	validate-mlogloss:0.04858	train-mlogloss:0.00874
[394]	validate-mlogloss:0.04854	train-mlogloss:0.00873
[395]	validate-mlogloss:0.04852	train-mlogloss:0.00871
[396]	validate-mlogloss:0.04847	train-mlogloss:0.00871
[397]	validate-mlogloss:0.04848	train-mlogloss:0.00871
[398]	validate-mlogloss:0.04845	train-mlogloss:0.00871
[399]	validate-mlogloss:0.04846	train-mlogloss:0.00871
[400]	validate-mlogloss:0.04842	train-mlogloss:0.00871
[401]	validate-mlogloss:0.04841	train-mlogloss:0.00871
[402]	validate-mlogloss:0.04833	train-mlogloss:0.00869
[403]	validate-mlogloss:0.04828	train-mlogloss:0.00869
[404]	validate-mlogloss:0.04834	train-mlogloss:0.00869
[405]	validate-mlogloss:0.04836	train-mlogloss:0.00867
[406]	validate-mlogloss:0.04830	train-mlogloss:0.00866
[407]	validate-mlogloss:0.04832	train-mlogloss:0.00867
[408]	validate-mlogloss:0.04835	train-mlogloss:0.00864
[409]	validate-mlogloss:0.04838	train-mlogloss:0.00864
[410]	validate-mlogloss:0.04837	train-mlogloss:0.00863
[411]	validate-mlogloss:0.04836	train-mlogloss:0.00863
[412]	validate-mlogloss:0.04838	train-mlogloss:0.00862
[413]	validate-mlogloss:0.04842	train-mlogloss:0.00862
[414]	validate-mlogloss:0.04835	train-mlogloss:0.00861
[415]	validate-mlogloss:0.04829	train-mlogloss:0.00861
[416]	validate-mlogloss:0.04827	train-mlogloss:0.00861
[417]	validate-mlogloss:0.04831	train-mlogloss:0.00860
[418]	validate-mlogloss:0.04828	train-mlogloss:0.00860
[419]	validate-mlogloss:0.04835	train-mlogloss:0.00859
[420]	validate-mlogloss:0.04840	train-mlogloss:0.00860
[421]	validate-mlogloss:0.04839	train-mlogloss:0.00858
[422]	validate-mlogloss:0.04839	train-mlogloss:0.00858
[423]	validate-mlogloss:0.04845	train-mlogloss:0.00858
[424]	validate-mlogloss:0.04844	train-mlogloss:0.00858
[425]	validate-mlogloss:0.04845	train-mlogloss:0.00858
[426]	validate-mlogloss:0.04846	train-mlogloss:0.00858
[427]	validate-mlogloss:0.04848	train-mlogloss:0.00857
[428]	validate-mlogloss:0.04846	train-mlogloss:0.00857
[429]	validate-mlogloss:0.04845	train-mlogloss:0.00857
[430]	validate-mlogloss:0.04844	train-mlogloss:0.00857
[431]	validate-mlogloss:0.04838	train-mlogloss:0.00857
[432]	validate-mlogloss:0.04834	train-mlogloss:0.00857
[433]	validate-mlogloss:0.04841	train-mlogloss:0.00857
[434]	validate-mlogloss:0.04837	train-mlogloss:0.00857
[435]	validate-mlogloss:0.04842	train-mlogloss:0.00855
[436]	validate-mlogloss:0.04845	train-mlogloss:0.00854
[437]	validate-mlogloss:0.04842	train-mlogloss:0.00852
[438]	validate-mlogloss:0.04847	train-mlogloss:0.00852
[439]	validate-mlogloss:0.04847	train-mlogloss:0.00852
[440]	validate-mlogloss:0.04852	train-mlogloss:0.00851
[441]	validate-mlogloss:0.04849	train-mlogloss:0.00850
[442]	validate-mlogloss:0.04853	train-mlogloss:0.00850
[443]	validate-mlogloss:0.04852	train-mlogloss:0.00850
[444]	validate-mlogloss:0.04846	train-mlogloss:0.00850
[445]	validate-mlogloss:0.04835	train-mlogloss:0.00849
[446]	validate-mlogloss:0.04835	train-mlogloss:0.00849
[447]	validate-mlogloss:0.04840	train-mlogloss:0.00849
[448]	validate-mlogloss:0.04842	train-mlogloss:0.00849
[449]	validate-mlogloss:0.04835	train-mlogloss:0.00848
